OBSYMD,DAMCD,RF,IQTY
19760826,1012110,0,167.5
19760827,1012110,35.2,349.3
19760828,1012110,0,506.6
19760829,1012110,20.5,311.6
19760830,1012110,4,326
19760831,1012110,0,268.1
19760901,1012110,0,183.1
19760902,1012110,0,143
19760903,1012110,0.6,114.8
19760904,1012110,0,93
19760905,1012110,0,74.1
19760906,1012110,0,67.3
19760907,1012110,3.6,61.2
19760908,1012110,33.6,91
19760909,1012110,0,79.3
19760910,1012110,0,60.3
19760911,1012110,0,45
19760912,1012110,0,41.4
19760913,1012110,2.9,59.1
19760914,1012110,0,146.1
19760915,1012110,0,97.7
19760916,1012110,0,63.3
19760917,1012110,0,50.9
19760918,1012110,0,36.6
19760919,1012110,5.3,31.6
19760920,1012110,7.5,46.1
19760921,1012110,0,40.1
19760922,1012110,3.7,28.6
19760923,1012110,0,30.8
19760924,1012110,0,19.6
19760925,1012110,0,26
19760926,1012110,0,22
19760927,1012110,0,21.9
19760928,1012110,0.5,21.9
19760929,1012110,12,25.4
19760930,1012110,0,19.5
19761001,1012110,0,24.3
19761002,1012110,0,21.4
19761003,1012110,0,17.8
19761004,1012110,0,16.5
19761005,1012110,0,20.5
19761006,1012110,0,23.2
19761007,1012110,0,17.2
19761008,1012110,0,15.8
19761009,1012110,0,18.6
19761010,1012110,0,17.1
19761011,1012110,0,16.7
19761012,1012110,9.5,11.4
19761013,1012110,4.1,16.8
19761014,1012110,0,17.3
19761015,1012110,0,17.8
19761016,1012110,0,13.5
19761017,1012110,0,9.8
19761018,1012110,0,13
19761019,1012110,0,12.1
19761020,1012110,0.3,9
19761021,1012110,0,12.5
19761022,1012110,0,13.5
19761023,1012110,0,11.2
19761024,1012110,0,7.6
19761025,1012110,0,8.4
19761026,1012110,0,7.2
19761027,1012110,5.7,7.2
19761028,1012110,12.2,24.7
19761029,1012110,0,18.4
19761030,1012110,19.2,22.8
19761031,1012110,0,19.4
19761101,1012110,0,21.2
19761102,1012110,0,18.8
19761103,1012110,1.4,17
19761104,1012110,1.9,22
19761105,1012110,0,27
19761106,1012110,0,26.5
19761107,1012110,0,25.2
19761108,1012110,0.3,21.5
19761109,1012110,0,15.3
19761110,1012110,0,12.3
19761111,1012110,0,13.9
19761112,1012110,0,11.6
19761113,1012110,7,18.3
19761114,1012110,0,25.3
19761115,1012110,0,19.8
19761116,1012110,0,17.1
19761117,1012110,0.8,13.5
19761118,1012110,0,9.8
19761119,1012110,0,13.7
19761120,1012110,0.2,10.5
19761121,1012110,0,7
19761122,1012110,2.8,13.3
19761123,1012110,0,11.6
19761124,1012110,1,8.2
19761125,1012110,7.7,7
19761126,1012110,0,12.7
19761127,1012110,0,7.7
19761128,1012110,0,7
19761129,1012110,0,4.3
19761130,1012110,0,1.5
19761201,1012110,0,5.5
19761202,1012110,0,11.7
19761203,1012110,0.4,10.9
19761204,1012110,0,6.1
19761205,1012110,0,6.7
19761206,1012110,0,6.8
19761207,1012110,10.2,19.7
19761208,1012110,0,18.3
19761209,1012110,0.2,6.9
19761210,1012110,0.5,6.9
19761211,1012110,0,3.3
19761212,1012110,0,8.7
19761213,1012110,0,10.1
19761214,1012110,0,5.8
19761215,1012110,0,6.5
19761216,1012110,16.8,22
19761217,1012110,0,15
19761218,1012110,0.4,14.2
19761219,1012110,0,10.3
19761220,1012110,0.4,17.9
19761221,1012110,0,20.2
19761222,1012110,0.6,14.7
19761223,1012110,0,13.2
19761224,1012110,0,8.2
19761225,1012110,0,13.3
19761226,1012110,0,8.8
19761227,1012110,0,2.2
19761228,1012110,0,2.6
19761229,1012110,0,7.6
19761230,1012110,0,4.8
19761231,1012110,0,1.7
19770101,1012110,0,5
19770102,1012110,0,5.2
19770103,1012110,0,4.2
19770104,1012110,0,4.4
19770105,1012110,0,3.1
19770106,1012110,0,3.2
19770107,1012110,2.7,4.5
19770108,1012110,0,0.8
19770109,1012110,0,0.6
19770110,1012110,0,1
19770111,1012110,0,3.5
19770112,1012110,0,3.5
19770113,1012110,0,4
19770114,1012110,0,5
19770115,1012110,0,4.8
19770116,1012110,0,0.9
19770117,1012110,0,3.5
19770118,1012110,0,1.5
19770119,1012110,0,1.4
19770120,1012110,0,1.2
19770121,1012110,0,0.7
19770122,1012110,0,0
19770123,1012110,0,0
19770124,1012110,0,0.8
19770125,1012110,0.7,0.1
19770126,1012110,2.5,0.4
19770127,1012110,0,0.4
19770128,1012110,0,1.6
19770129,1012110,0,0
19770130,1012110,0,0.1
19770131,1012110,0,0.3
19770201,1012110,0,0.2
19770202,1012110,0,0.6
19770203,1012110,0,0.7
19770204,1012110,0,0.4
19770205,1012110,0,0.2
19770206,1012110,0,0.1
19770207,1012110,0,1.1
19770208,1012110,0,0.4
19770209,1012110,0,1.7
19770210,1012110,0,0.2
19770211,1012110,0,2.3
19770212,1012110,0,0.3
19770213,1012110,0,0.2
19770214,1012110,0,6.4
19770215,1012110,0,3.5
19770216,1012110,0,0.6
19770217,1012110,0,0.2
19770218,1012110,0,0
19770219,1012110,0,2.1
19770220,1012110,0,0.6
19770221,1012110,0.1,3.5
19770222,1012110,0,0.5
19770223,1012110,0,0.3
19770224,1012110,0,0.1
19770225,1012110,0,2.2
19770226,1012110,0,3
19770227,1012110,0,13.2
19770228,1012110,0,12.3
19770301,1012110,0.2,12.7
19770302,1012110,1.7,11.7
19770303,1012110,0,6.9
19770304,1012110,0,1
19770305,1012110,0,2
19770306,1012110,0,1.5
19770307,1012110,0,3
19770308,1012110,0,4.5
19770309,1012110,0,3.1
19770310,1012110,0,12.3
19770311,1012110,0,13.9
19770312,1012110,0,9.2
19770313,1012110,0,10.6
19770314,1012110,0,5.3
19770315,1012110,0,4.1
19770316,1012110,0,7.1
19770317,1012110,0,8
19770318,1012110,0.3,8.3
19770319,1012110,0,10.4
19770320,1012110,0,13.2
19770321,1012110,0,11.2
19770322,1012110,0,10.5
19770323,1012110,0.6,8.6
19770324,1012110,1.2,12.9
19770325,1012110,0,8.1
19770326,1012110,15.5,13.8
19770327,1012110,0.4,11.9
19770328,1012110,0,11.5
19770329,1012110,0,12.1
19770330,1012110,0.4,9.8
19770331,1012110,0,15.3
19770401,1012110,0,15.4
19770402,1012110,0,18.4
19770403,1012110,0,18.6
19770404,1012110,0,14.4
19770405,1012110,0,14.9
19770406,1012110,23.3,52.6
19770407,1012110,0,168.7
19770408,1012110,0,85
19770409,1012110,0,63.3
19770410,1012110,0,58.6
19770411,1012110,0,43.8
19770412,1012110,0,34.5
19770413,1012110,0,38.3
19770414,1012110,0,40.6
19770415,1012110,82.4,474.8
19770416,1012110,2.9,760.2
19770417,1012110,2.4,316.1
19770418,1012110,1.8,194.3
19770419,1012110,0,150.3
19770420,1012110,0,107.4
19770421,1012110,0,85.7
19770422,1012110,0,72.3
19770423,1012110,0,58.9
19770424,1012110,60.7,91.4
19770425,1012110,8.5,543.2
19770426,1012110,0,322.9
19770427,1012110,5.7,197.8
19770428,1012110,6.4,182.7
19770429,1012110,0,161
19770430,1012110,0,126.6
19770501,1012110,11,111.2
19770502,1012110,0,108
19770503,1012110,0,100.5
19770504,1012110,0,77
19770505,1012110,0,76.5
19770506,1012110,0,68.6
19770507,1012110,0,50.3
19770508,1012110,0,46.6
19770509,1012110,0,42.9
19770510,1012110,0,34.9
19770511,1012110,0,26.4
19770512,1012110,0,27.1
19770513,1012110,0,24.8
19770514,1012110,41,77.2
19770515,1012110,0,113.6
19770516,1012110,0,66.9
19770517,1012110,0,60.2
19770518,1012110,0,46
19770519,1012110,0,43.7
19770520,1012110,0,31.5
19770521,1012110,0.5,32.1
19770522,1012110,0,28.3
19770523,1012110,0,22.7
19770524,1012110,0,24.2
19770525,1012110,0,21.3
19770526,1012110,0,17
19770527,1012110,0,12
19770528,1012110,0,12.3
19770529,1012110,0.6,17
19770530,1012110,0,15.9
19770531,1012110,2.2,17.7
19770601,1012110,43.3,41.2
19770602,1012110,5.4,129.6
19770603,1012110,0,87.7
19770604,1012110,0,51
19770605,1012110,0,42
19770606,1012110,0,29.3
19770607,1012110,0,30.3
19770608,1012110,0,25.4
19770609,1012110,0,18.5
19770610,1012110,1.4,19.9
19770611,1012110,0,18.9
19770612,1012110,0,19.2
19770613,1012110,0,19.3
19770614,1012110,0,13
19770615,1012110,0,13.1
19770616,1012110,0,10.8
19770617,1012110,0,12.6
19770618,1012110,5.3,11.4
19770619,1012110,0,11
19770620,1012110,0,6.7
19770621,1012110,2.2,9.3
19770622,1012110,0,6.5
19770623,1012110,0,6.8
19770624,1012110,0,6.9
19770625,1012110,0,5.7
19770626,1012110,0,7
19770627,1012110,0,6.4
19770628,1012110,0,5.7
19770629,1012110,0,3.5
19770630,1012110,1.8,6.8
19770701,1012110,8.1,3
19770702,1012110,2,9.9
19770703,1012110,0,14.2
19770704,1012110,22.3,22.7
19770705,1012110,6.7,39.3
19770706,1012110,0.1,21.2
19770707,1012110,0.1,15.9
19770708,1012110,6,31.7
19770709,1012110,66.2,528.4
19770710,1012110,28.3,365.1
19770711,1012110,0,152.4
19770712,1012110,0,171.8
19770713,1012110,52.1,541.6
19770714,1012110,0.2,280.1
19770715,1012110,0,150.7
19770716,1012110,0,102
19770717,1012110,0.5,88.5
19770718,1012110,10.1,108.5
19770719,1012110,0.2,77.9
19770720,1012110,0,60.8
19770721,1012110,0,50.9
19770722,1012110,0,40
19770723,1012110,1.3,33
19770724,1012110,0,31.5
19770725,1012110,0.1,39.3
19770726,1012110,8.7,30.6
19770727,1012110,1,28
19770728,1012110,0,29.2
19770729,1012110,0,18.6
19770730,1012110,0,10.5
19770731,1012110,0,14.8
19770801,1012110,0,9.3
19770802,1012110,0,8.1
19770803,1012110,0,10.2
19770804,1012110,20,43.4
19770805,1012110,4.1,30.9
19770806,1012110,1.9,27.8
19770807,1012110,69.9,549.4
19770808,1012110,34.8,445
19770809,1012110,4.6,201.7
19770810,1012110,0,125
19770811,1012110,0.2,91.6
19770812,1012110,0,64.8
19770813,1012110,0,52.7
19770814,1012110,0,37.9
19770815,1012110,0,38.2
19770816,1012110,1,43
19770817,1012110,1.5,36
19770818,1012110,0,22.9
19770819,1012110,0,25.8
19770820,1012110,0,23.7
19770821,1012110,0,25
19770822,1012110,0,10.2
19770823,1012110,0,13
19770824,1012110,0,13.6
19770825,1012110,1.4,16.4
19770826,1012110,0.7,34
19770827,1012110,0,24.5
19770828,1012110,0,16.7
19770829,1012110,0,13
19770830,1012110,0,14.9
19770831,1012110,0,20.7
19770901,1012110,18.2,22.8
19770902,1012110,7.1,57
19770903,1012110,0.5,60.7
19770904,1012110,0,36.2
19770905,1012110,2.8,26.8
19770906,1012110,0.3,23.8
19770907,1012110,0.2,20.4
19770908,1012110,0,17.3
19770909,1012110,0.2,13.7
19770910,1012110,0.7,15.2
19770911,1012110,4,27
19770912,1012110,8.8,43.2
19770913,1012110,0,63.9
19770914,1012110,0,50.8
19770915,1012110,0,36.9
19770916,1012110,0,28.9
19770917,1012110,0,24
19770918,1012110,0,24.8
19770919,1012110,0,17.6
19770920,1012110,0,14.2
19770921,1012110,0,14.6
19770922,1012110,0,12.8
19770923,1012110,0,15.7
19770924,1012110,0,7.6
19770925,1012110,0,11.9
19770926,1012110,0,8.7
19770927,1012110,0,13
19770928,1012110,0,14.5
19770929,1012110,0,5.3
19770930,1012110,0,11.3
19771001,1012110,0,7.3
19771002,1012110,0.3,9.4
19771003,1012110,0,9.8
19771004,1012110,0,11.1
19771005,1012110,0,6.7
19771006,1012110,0.7,10.1
19771007,1012110,7.5,14.5
19771008,1012110,0,11.2
19771009,1012110,0,4.2
19771010,1012110,0.2,14.3
19771011,1012110,0,8.1
19771012,1012110,0,7
19771013,1012110,0,5.2
19771014,1012110,0,3.2
19771015,1012110,1.4,10.1
19771016,1012110,0,9.8
19771017,1012110,0,6
19771018,1012110,0,6
19771019,1012110,0,6.1
19771020,1012110,0,3.8
19771021,1012110,0,4.7
19771022,1012110,0,1.3
19771023,1012110,0,6.6
19771024,1012110,0,4
19771025,1012110,0,3.8
19771026,1012110,0,4.6
19771027,1012110,0,4.4
19771028,1012110,0,5.6
19771029,1012110,3.9,3.9
19771030,1012110,0,10.8
19771031,1012110,0.5,4.2
19771101,1012110,0,5.6
19771102,1012110,0,6.9
19771103,1012110,0,6.3
19771104,1012110,0,9.8
19771105,1012110,0,8.6
19771106,1012110,9.2,20.3
19771107,1012110,5.6,17.1
19771108,1012110,45.5,84
19771109,1012110,0,104.6
19771110,1012110,0,52.9
19771111,1012110,0,27.1
19771112,1012110,0,21
19771113,1012110,0,24.4
19771114,1012110,0,21.5
19771115,1012110,0,11.5
19771116,1012110,2.1,17
19771117,1012110,9,18.8
19771118,1012110,5,21.5
19771119,1012110,0,26.4
19771120,1012110,2,20.5
19771121,1012110,6.6,24
19771122,1012110,0,22.5
19771123,1012110,0,20.9
19771124,1012110,2.4,15.8
19771125,1012110,0,15
19771126,1012110,0,19.3
19771127,1012110,0.3,13
19771128,1012110,0,13.5
19771129,1012110,0.5,11.1
19771130,1012110,0,11.1
19771201,1012110,6.3,20.4
19771202,1012110,0,6.1
19771203,1012110,0,8.3
19771204,1012110,0.5,9.3
19771205,1012110,0,19.5
19771206,1012110,0,12
19771207,1012110,0,9.4
19771208,1012110,0.4,10.2
19771209,1012110,0,8.8
19771210,1012110,0,8.8
19771211,1012110,0,11.9
19771212,1012110,0,10.1
19771213,1012110,1.3,9.5
19771214,1012110,0,7.8
19771215,1012110,0,10
19771216,1012110,15.2,14.5
19771217,1012110,0,14.7
19771218,1012110,0,16.5
19771219,1012110,0,22.8
19771220,1012110,0.1,17.8
19771221,1012110,0,13.3
19771222,1012110,0,15.8
19771223,1012110,0,7.1
19771224,1012110,0,10.1
19771225,1012110,0,10.9
19771226,1012110,0,8.4
19771227,1012110,0,7.7
19771228,1012110,0,9
19771229,1012110,3.2,16.4
19771230,1012110,1.1,12
19771231,1012110,8.9,17.2
19780101,1012110,0.9,11.4
19780102,1012110,3,12.9
19780103,1012110,0,11.8
19780104,1012110,0,9.9
19780105,1012110,0.5,6.6
19780106,1012110,0,5
19780107,1012110,0,7.5
19780108,1012110,0.5,9.9
19780109,1012110,0,10.6
19780110,1012110,0,6.2
19780111,1012110,0,4.7
19780112,1012110,0,3.2
19780113,1012110,0,9.7
19780114,1012110,0,8.6
19780115,1012110,0,6.7
19780116,1012110,0,7.4
19780117,1012110,0,8.6
19780118,1012110,0.2,7.7
19780119,1012110,0,5.9
19780120,1012110,3.7,5
19780121,1012110,0,4.7
19780122,1012110,0,6
19780123,1012110,0,3.3
19780124,1012110,0,3.9
19780125,1012110,0,5.2
19780126,1012110,2.5,5.5
19780127,1012110,0,7.3
19780128,1012110,0,4
19780129,1012110,0,3.3
19780130,1012110,0,5.2
19780131,1012110,0,4.5
19780201,1012110,0,3.6
19780202,1012110,0,4.2
19780203,1012110,0,5.8
19780204,1012110,0.3,3.8
19780205,1012110,0,3.1
19780206,1012110,0,3.8
19780207,1012110,0,3.2
19780208,1012110,0,8.7
19780209,1012110,1.7,10.2
19780210,1012110,12.9,9.6
19780211,1012110,0.3,10.4
19780212,1012110,0,8.9
19780213,1012110,0,4.4
19780214,1012110,0.1,2.4
19780215,1012110,0,4
19780216,1012110,0,3.7
19780217,1012110,0.1,1.1
19780218,1012110,0,4.3
19780219,1012110,1.2,4.4
19780220,1012110,0.3,3.4
19780221,1012110,0,4.2
19780222,1012110,0,6.5
19780223,1012110,0,6.5
19780224,1012110,0,6.3
19780225,1012110,0,5.2
19780226,1012110,0,4.7
19780227,1012110,10.7,9.9
19780228,1012110,11.7,24.8
19780301,1012110,0,13.9
19780302,1012110,0.4,14.8
19780303,1012110,9.2,14.9
19780304,1012110,0,16.5
19780305,1012110,0,25.1
19780306,1012110,0,30.8
19780307,1012110,0,35.3
19780308,1012110,0,47
19780309,1012110,28.9,69.1
19780310,1012110,4,95.7
19780311,1012110,0,56.8
19780312,1012110,0,35.7
19780313,1012110,0,33.3
19780314,1012110,0,27.9
19780315,1012110,0,27.5
19780316,1012110,0,24.3
19780317,1012110,0,26
19780318,1012110,0,32.2
19780319,1012110,0,44.2
19780320,1012110,0,54.3
19780321,1012110,0,53.3
19780322,1012110,0,56.8
19780323,1012110,0,50.4
19780324,1012110,0,43.9
19780325,1012110,15.9,48.1
19780326,1012110,0,66.4
19780327,1012110,0,83.9
19780328,1012110,0,102.6
19780329,1012110,0,95.3
19780330,1012110,0,97
19780331,1012110,0,79.6
19780401,1012110,0.4,60.6
19780402,1012110,0.8,62.4
19780403,1012110,1.5,66.1
19780404,1012110,0,72.6
19780405,1012110,6,59.9
19780406,1012110,0.2,99.9
19780407,1012110,0,85.5
19780408,1012110,0,70.6
19780409,1012110,0,84.7
19780410,1012110,0,101.8
19780411,1012110,4.3,10.7
19780412,1012110,4.5,114.1
19780413,1012110,0.2,108.3
19780414,1012110,0,104
19780415,1012110,0.6,122.9
19780416,1012110,2.6,121.5
19780417,1012110,0,97.6
19780418,1012110,0,75.4
19780419,1012110,0.3,72
19780420,1012110,0,59.5
19780421,1012110,0,58.1
19780422,1012110,0,41.2
19780423,1012110,0,38.2
19780424,1012110,0,36.1
19780425,1012110,0,42.1
19780426,1012110,0,35.3
19780427,1012110,0,31.2
19780428,1012110,0,29.6
19780429,1012110,0,28.7
19780430,1012110,0,27.4
19780501,1012110,0,29
19780502,1012110,0,26.2
19780503,1012110,0,21.5
19780504,1012110,0,18
19780505,1012110,0,16.8
19780506,1012110,0,14.5
19780507,1012110,0,15.9
19780508,1012110,0,12.8
19780509,1012110,0,13.1
19780510,1012110,0,10.6
19780511,1012110,0,8.2
19780512,1012110,0,9.2
19780513,1012110,0,6.6
19780514,1012110,0,6.5
19780515,1012110,0,6.8
19780516,1012110,0,11.9
19780517,1012110,0,10
19780518,1012110,2,10
19780519,1012110,10.7,8.4
19780520,1012110,0,15.6
19780521,1012110,0,18.2
19780522,1012110,0,14
19780523,1012110,0,7.9
19780524,1012110,0,7.9
19780525,1012110,0,5.5
19780526,1012110,0,7.4
19780527,1012110,0,6
19780528,1012110,0,3.6
19780529,1012110,10.4,13
19780530,1012110,0.2,7.8
19780531,1012110,0,8.7
19780601,1012110,0,7.4
19780602,1012110,0,5.8
19780603,1012110,1,4.3
19780604,1012110,0.8,5.8
19780605,1012110,8.7,7.9
19780606,1012110,4.3,15.2
19780607,1012110,0,12.3
19780608,1012110,0,7.4
19780609,1012110,7.5,6
19780610,1012110,6,9.5
19780611,1012110,0,13.4
19780612,1012110,7,15.1
19780613,1012110,0,18.9
19780614,1012110,0,14.5
19780615,1012110,3.4,14.2
19780616,1012110,0,10.6
19780617,1012110,0,10.3
19780618,1012110,2.7,10.4
19780619,1012110,1.4,5.8
19780620,1012110,0,4.7
19780621,1012110,1,5.1
19780622,1012110,0,5.9
19780623,1012110,0,5.4
19780624,1012110,0,6.4
19780625,1012110,96.4,57.2
19780626,1012110,135.8,2056
19780627,1012110,15.1,2020.4
19780628,1012110,0,517.1
19780629,1012110,31.6,337.9
19780630,1012110,49,1008.7
19780701,1012110,9.3,814.5
19780702,1012110,14,496.2
19780703,1012110,5.1,421.2
19780704,1012110,0,281.4
19780705,1012110,0.3,185.7
19780706,1012110,4.9,148.7
19780707,1012110,9,91.5
19780708,1012110,4.7,102.9
19780709,1012110,7.5,144.2
19780710,1012110,2.8,141.5
19780711,1012110,27.1,150.3
19780712,1012110,56.5,1275.2
19780713,1012110,3.9,537.1
19780714,1012110,11.6,362.7
19780715,1012110,6.8,266.9
19780716,1012110,8.8,264.9
19780717,1012110,2,248.8
19780718,1012110,0,202.9
19780719,1012110,0,138.6
19780720,1012110,0.5,121.8
19780721,1012110,0,88.5
19780722,1012110,0,64.9
19780723,1012110,0,58
19780724,1012110,0,52.9
19780725,1012110,0,49.2
19780726,1012110,1.5,32.2
19780727,1012110,0,35.4
19780728,1012110,0.5,28
19780729,1012110,0,27.4
19780730,1012110,23.8,66.6
19780731,1012110,0,64
19780801,1012110,7.3,39.6
19780802,1012110,5.4,54.4
19780803,1012110,19.1,58.5
19780804,1012110,0,96.6
19780805,1012110,0,48.2
19780806,1012110,0,40.9
19780807,1012110,0,28.8
19780808,1012110,3.2,24.5
19780809,1012110,3.7,40
19780810,1012110,2,31.7
19780811,1012110,2.2,25.7
19780812,1012110,5,30.3
19780813,1012110,7.6,31.8
19780814,1012110,18.3,78
19780815,1012110,22.8,220.7
19780816,1012110,64.9,482
19780817,1012110,14.3,1030.7
19780818,1012110,28.7,569
19780819,1012110,81.5,1069.1
19780820,1012110,28.1,1955
19780821,1012110,0,877.3
19780822,1012110,0,394.5
19780823,1012110,0,229.2
19780824,1012110,0,150.9
19780825,1012110,3.9,114
19780826,1012110,0.3,109.2
19780827,1012110,0,85.3
19780828,1012110,0,61.7
19780829,1012110,9.1,64.8
19780830,1012110,3.6,67.9
19780831,1012110,0,49
19780901,1012110,0.1,40.4
19780902,1012110,0,40.3
19780903,1012110,22.1,72.6
19780904,1012110,0.3,86.5
19780905,1012110,2.3,81
19780906,1012110,0,62.1
19780907,1012110,1.9,47.2
19780908,1012110,2.5,60.2
19780909,1012110,23.3,70.7
19780910,1012110,1.6,145.9
19780911,1012110,0,135.2
19780912,1012110,0,88.4
19780913,1012110,0,65
19780914,1012110,0,63.7
19780915,1012110,0,45
19780916,1012110,0,40.7
19780917,1012110,0,43.8
19780918,1012110,2.8,44.1
19780919,1012110,0,40
19780920,1012110,0,35
19780921,1012110,0,26.5
19780922,1012110,0,16.3
19780923,1012110,0,17
19780924,1012110,0,18.6
19780925,1012110,0,21.7
19780926,1012110,0.4,20.8
19780927,1012110,0,22.1
19780928,1012110,0,17.9
19780929,1012110,0,10.9
19780930,1012110,0,11.8
19781001,1012110,0,15.6
19781002,1012110,0,14.4
19781003,1012110,0,15.8
19781004,1012110,0.6,17
19781005,1012110,6.2,45.7
19781006,1012110,0,78.4
19781007,1012110,0,32.7
19781008,1012110,0,21.9
19781009,1012110,0.1,13.6
19781010,1012110,0,9.5
19781011,1012110,0,6.9
19781012,1012110,0,10.1
19781013,1012110,0,11.7
19781014,1012110,0,17
19781015,1012110,0,13.2
19781016,1012110,0,9.7
19781017,1012110,0,6.1
19781018,1012110,0,10.2
19781019,1012110,0.4,10
19781020,1012110,0.2,10.4
19781021,1012110,0,9.3
19781022,1012110,0,9.9
19781023,1012110,0,9.7
19781024,1012110,0.3,12.1
19781025,1012110,0,6.5
19781026,1012110,0,10
19781027,1012110,17.9,58.1
19781028,1012110,12,157.3
19781029,1012110,17.4,151.4
19781030,1012110,1.9,86.2
19781031,1012110,0,84.1
19781101,1012110,0,86
19781102,1012110,0.3,68.7
19781103,1012110,0,57.9
19781104,1012110,0,53.2
19781105,1012110,0,37.8
19781106,1012110,0,31.5
19781107,1012110,0,30.8
19781108,1012110,0,23.7
19781109,1012110,0,28.6
19781110,1012110,0,19.4
19781111,1012110,0.5,23.6
19781112,1012110,0.7,29.5
19781113,1012110,0.5,30.1
19781114,1012110,3.6,33.4
19781115,1012110,0.2,32.3
19781116,1012110,0,32.7
19781117,1012110,0,26.8
19781118,1012110,0.6,20.9
19781119,1012110,0,16.7
